,FIPS_ID,FIRE_NAME,FIRE_YEAR,DISCOVERY_TIME,STAT_CAUSE_DESCR,CONT_DATE,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,FIPS_NAME,DISCOVERY_MONTH,DISCOVERY_DAY,AWND,PRCP,TAVG,DURING_A_DROUGHT,WATERSHD,POP_BY_COUNTY
12349,071-1893,GRASS,2013,1307.0,Miscellaneous,7/5/2013,1500.0,0.25,A,34.28361111,-117.2138889,San Bernardino,7,5,10.1225,0.0,81.0,0.0,1,2083000
12350,071-1894,GRAY,2013,1246.0,Equipment Use,7/19/2013,1547.0,12.0,C,34.1717,-117.36205,San Bernardino,7,19,7.4375,0.000967742,81.71428571,0.0,1,2083000
12351,071-1895,GRAYS,2013,949.0,Lightning,7/25/2013,1800.0,0.25,A,34.25527778,-116.98305559999999,San Bernardino,7,25,9.1725,0.0,81.42857143,0.0,1,2083000
12352,071-1896,GREENSPOT RD / BOULDER 9,2013,1204.0,Equipment Use,4/26/2013,1210.0,0.1,A,34.10825,-117.184983,San Bernardino,4,26,5.8725,0.0,63.28571429,0.0,1,2083000
12353,071-1897,GRINELL,2013,857.0,Lightning,9/6/2013,1215.0,0.1,A,34.14638889,-116.84527779999999,San Bernardino,9,6,6.3175,0.023225806,79.5,1.0,0,2083000
12354,071-1898,GUN,2013,1321.0,Campfire,3/23/2013,2359.0,2.0,B,34.30333333,-117.58055559999998,San Bernardino,3,23,8.11,0.0,52.21428571,1.0,1,2083000
12355,071-1899,HALFWAY,2013,1041.0,Lightning,9/16/2013,1945.0,0.1,A,34.06777778,-116.8622222,San Bernardino,9,16,5.985,0.0,78.21428571,1.0,1,2083000
12356,071-19,JUNIPER,2000,324.0,Miscellaneous,6/25/2000,328.0,0.1,A,34.112639,-116.48413899999998,San Bernardino,6,25,7.3833333329999995,0.0,76.94444444,0.0,0,1719000
12357,071-190,TRACTOR,2003,1011.0,Equipment Use,6/14/2003,1021.0,0.1,A,34.113631,-117.182511,San Bernardino,6,14,7.07,0.0,76.85714286,0.0,0,1850000
12358,071-1900,HARRISON,2013,1100.0,Miscellaneous,10/20/2013,1600.0,4.4,B,34.70078,-117.04616999999999,San Bernardino,10,19,5.3125,0.0,63.21428571,1.0,0,2083000
12359,071-1901,HAUTELOOK,2013,1503.0,Miscellaneous,6/25/2013,1536.0,0.1,A,34.19166667,-117.4375,San Bernardino,6,25,8.67,0.0,72.07142857,0.0,1,2083000
12360,071-1902,HAVEN,2013,1657.0,Miscellaneous,8/14/2013,1744.0,0.5,B,34.172233,-117.5757,San Bernardino,8,14,6.3225,0.0,80.21428571,1.0,1,2083000
12361,071-1903,HAVEN AV RANCHO_CUCAMONG,2013,2356.0,Miscellaneous,7/3/2013,29.0,0.1,A,34.172233,-117.5757,San Bernardino,7,2,9.5625,0.000606061,83.28571429,0.0,0,2083000
12362,071-1904,HEART,2013,747.0,Lightning,7/21/2013,1300.0,0.1,A,34.16027778,-116.79722220000001,San Bernardino,7,21,6.6,0.074242424,72.5,0.0,0,2083000
12363,071-1905,HESS,2013,1456.0,Equipment Use,10/16/2013,1510.0,0.1,A,34.37305556,-117.5497222,San Bernardino,10,16,6.935,0.0,57.0,1.0,1,2083000
12364,071-1906,HIGHLAND 2,2013,1707.0,Miscellaneous,7/2/2013,1900.0,8.0,B,34.19166667,-117.1875,San Bernardino,7,2,9.5625,0.000606061,83.28571429,0.0,1,2083000
12365,071-1907,HILLS,2013,1456.0,Miscellaneous,11/2/2013,1523.0,0.5,B,34.31805556,-117.51527779999999,San Bernardino,11,2,5.2025,0.0,56.78571429,1.0,0,2083000
12366,071-1908,HOLCOMB,2013,1358.0,Campfire,3/31/2013,1700.0,1.0,B,34.30583333,-116.87833329999998,San Bernardino,3,31,10.4025,0.0,54.07142857,1.0,1,2083000
12367,071-1909,HOLCOMB 2,2013,852.0,Lightning,8/20/2013,1456.0,0.25,A,34.27888889,-117.1,San Bernardino,8,19,6.71,0.027647058999999998,78.78571429,1.0,1,2083000
12368,071-191,VALLEY WEL,2003,1535.0,Equipment Use,5/24/2003,1700.0,0.5,B,35.4316,-115.7333,San Bernardino,5,24,9.216000000000001,0.0,72.76190476,0.0,1,1850000
12369,071-1910,HOLLORAN SPRINGS,2013,858.0,Missing/Undefined,7/4/2013,1030.0,0.1,A,35.37278,-115.89306,San Bernardino,7,4,9.5075,0.0,84.5,0.0,1,2083000
12370,071-1911,HORN,2013,1509.0,Equipment Use,9/20/2013,1547.0,0.1,A,34.28222222,-117.45194440000002,San Bernardino,9,20,7.0475,0.0,70.21428571,1.0,0,2083000
12371,071-1912,HWY 18 LUCERNE_VALLEY 5,2013,2029.0,Debris Burning,7/2/2013,2030.0,0.1,A,34.439383,-116.9449,San Bernardino,7,2,9.5625,0.000606061,83.28571429,0.0,1,2083000
12372,071-1913,HWY 18 / CODY AV,2013,49.0,Debris Burning,7/1/2013,59.0,0.1,A,34.438317,-116.974483,San Bernardino,7,1,7.94,0.0,85.92857143,0.0,0,2083000
12373,071-1914,HWY 38 / BRYANT ST 24,2013,1607.0,Miscellaneous,4/16/2013,1620.0,0.1,A,34.0783,-117.04878300000001,San Bernardino,4,16,13.0875,0.0028125,44.64285714,0.0,0,2083000
12374,071-1915,I 15 N/ GLEN HELEN RD 6,2013,419.0,Missing/Undefined,5/3/2013,440.0,0.1,A,34.214967,-117.41145,San Bernardino,5,3,5.9825,0.0,67.5,0.0,1,2083000
12375,071-1916,I 15 N/ GLEN HELEN RD 7,2013,1811.0,Missing/Undefined,7/8/2013,1830.0,1.0,B,34.190517,-117.42493300000001,San Bernardino,7,8,7.6625,0.000625,82.14285714,0.0,1,2083000
12376,071-1917,INSPRIRATION,2013,1620.0,Miscellaneous,8/17/2013,2000.0,3.0,B,34.19444444,-117.29166670000001,San Bernardino,8,17,7.325,0.0,82.28571429,1.0,1,2083000
12377,071-1918,IRON,2013,1123.0,Equipment Use,12/22/2013,1200.0,0.1,A,34.25444444,-117.6386111,San Bernardino,12,22,3.02,0.0,47.14285714,1.0,0,2083000
12378,071-1919,JADESTONE,2013,901.0,Miscellaneous,4/26/2013,1047.0,0.1,A,34.3125,-117.525,San Bernardino,4,26,5.8725,0.0,63.28571429,0.0,1,2083000
12379,071-192,VOLKSWAGON,2003,738.0,Equipment Use,7/6/2003,900.0,0.1,A,35.4516,-115.6192,San Bernardino,7,6,9.9525,0.0,81.42857143,0.0,1,1850000
12380,071-1920,JENKS,2013,1319.0,Lightning,9/7/2013,1547.0,0.01,A,34.16444444,-116.88138889999999,San Bernardino,9,7,5.0875,0.100322581,75.42857143,1.0,0,2083000
12381,071-1921,JOHNSON,2013,1605.0,Missing/Undefined,7/30/2013,1614.0,0.1,A,34.4347,-117.554833,San Bernardino,7,30,8.3325,0.0,76.64285714,0.0,0,2083000
12382,071-1922,JOHNSON,2013,1440.0,Campfire,11/16/2013,1515.0,0.1,A,34.59664,-117.15194,San Bernardino,11,16,10.01,0.006,47.92857143,1.0,1,2083000
12383,071-1923,JOHNSON 2,2013,1607.0,Missing/Undefined,7/31/2013,1623.0,0.5,B,34.464483,-117.55515,San Bernardino,7,31,8.835,0.0,76.64285714,0.0,1,2083000
12384,071-1924,KEENBROOK,2013,1252.0,Railroad,5/15/2013,1607.0,15.0,C,34.25,-117.45833329999999,San Bernardino,5,15,11.52,0.0,68.21428571,0.0,1,2083000
12385,071-1925,KEN,2013,1632.0,Miscellaneous,11/12/2013,1845.0,10.0,C,34.24861111,-117.43305559999999,San Bernardino,11,12,4.195,0.0,62.14285714,1.0,1,2083000
12386,071-1926,KENDALL,2013,1236.0,Miscellaneous,5/15/2013,1242.0,1.0,B,34.2028,-117.38016699999999,San Bernardino,5,15,11.52,0.0,68.21428571,0.0,1,2083000
12387,071-1927,KENWOOD,2013,1330.0,Debris Burning,5/3/2013,1400.0,0.3,B,34.23361111,-117.41722220000001,San Bernardino,5,3,5.9825,0.0,67.5,0.0,1,2083000
12388,071-1928,KODIAK,2013,618.0,Miscellaneous,5/26/2013,1140.0,0.1,A,34.27833333,-117.20166670000002,San Bernardino,5,26,11.855,0.0,62.14285714,0.0,1,2083000
12389,071-1929,LARGA,2013,823.0,Lightning,7/21/2013,1415.0,0.1,A,34.29388889,-117.01055559999999,San Bernardino,7,21,6.6,0.074242424,72.5,0.0,1,2083000
12390,071-193,VOLVO,2003,2046.0,Equipment Use,7/5/2003,2221.0,0.1,A,35.45,-115.6192,San Bernardino,7,5,8.8925,0.0,84.33333333,0.0,0,1850000
12391,071-1930,LEAF,2013,1201.0,Campfire,9/1/2013,1210.0,0.1,A,34.16944444,-117.14027779999999,San Bernardino,9,1,6.4875,0.033225806000000004,76.92857143,1.0,1,2083000
12392,071-1931,LINE,2013,1000.0,Lightning,8/19/2013,1407.0,0.01,A,34.27666667,-117.2061111,San Bernardino,8,19,6.71,0.027647058999999998,78.78571429,1.0,0,2083000
12393,071-1932,LIVEOAK,2013,1657.0,Missing/Undefined,9/11/2013,2000.0,73.0,C,34.01665,-117.09611699999999,San Bernardino,9,11,6.2625,0.003666667,70.78571429,1.0,0,2083000
12394,071-1933,LONE,2013,1301.0,Miscellaneous,7/26/2013,1342.0,0.1,A,34.30555556,-117.5138889,San Bernardino,7,26,7.38,0.01375,76.78571429,0.0,1,2083000
12395,071-1934,LOS ANGELES AV / BARTON L,2013,914.0,Miscellaneous,5/4/2013,1015.0,0.1,A,34.243017,-116.83283300000001,San Bernardino,5,4,10.235,0.0,64.78571429,0.0,0,2083000
12396,071-1935,LYTLE,2013,1323.0,Equipment Use,5/13/2013,1758.0,75.0,C,34.19166667,-117.44972220000001,San Bernardino,5,13,7.44,0.0,77.64285714,0.0,0,2083000
12397,071-1936,MCKINLEY ST / BASELINE 4,2013,1522.0,Missing/Undefined,6/9/2013,1540.0,0.5,B,34.1213,-117.237467,San Bernardino,6,9,8.22,0.0,76.14285714,0.0,1,2083000
12398,071-1937,MERINO,2013,1649.0,Debris Burning,5/6/2013,1715.0,0.1,A,34.429367,-117.209617,San Bernardino,5,6,10.29,0.0584375,51.0,0.0,1,2083000
12399,071-1938,MESQUITE ST / SANTA ROSA,2013,322.0,Miscellaneous,9/25/2013,356.0,1.0,B,34.411167,-117.202867,San Bernardino,9,25,11.6325,0.0,63.57142857,1.0,1,2083000
12400,071-1939,MIDDLE CREEK,2013,1026.0,Campfire,7/6/2013,1045.0,0.1,A,34.24861111,-117.5138889,San Bernardino,7,6,6.9325,0.0,79.21428571,0.0,1,2083000
12401,071-194,WASH,2003,1203.0,Campfire,9/2/2003,1225.0,0.1,A,34.914419,-117.23281899999999,San Bernardino,9,2,5.705,0.0038095240000000003,80.52380952,1.0,1,1850000
12402,071-1940,MILL,2013,1111.0,Equipment Use,4/20/2013,1145.0,0.4,B,34.072183,-117.083983,San Bernardino,4,20,6.095,0.0,63.92857143,0.0,0,2083000
12403,071-1941,MILL CREEK RD / GARNET 2,2013,1344.0,Equipment Use,9/13/2013,1349.0,0.08,A,34.071567,-117.09908300000001,San Bernardino,9,13,5.2575,0.0,75.57142857,1.0,0,2083000
12404,071-1942,MILPAS DR APPLE_VALLEY_A,2013,1610.0,Debris Burning,6/27/2013,1638.0,0.1,A,34.4616,-117.103283,San Bernardino,6,27,6.6,0.0,81.92857143,0.0,0,2083000
12405,071-1943,MOUNTAIN PASS,2013,1700.0,Missing/Undefined,5/22/2013,1430.0,2.0,B,35.4732,-115.56128000000001,San Bernardino,5,19,8.3875,0.0,66.42857143,0.0,0,2083000
12406,071-1944,MOUNTAIN SPRINGS,2013,1040.0,Missing/Undefined,6/9/2013,1245.0,0.1,A,34.83103,-115.04839,San Bernardino,6,9,8.22,0.0,76.14285714,0.0,0,2083000
12407,071-1945,N HWY 173 / NORTH BAY RD,2013,1811.0,Children,6/26/2013,1816.0,0.1,A,34.2711,-117.184417,San Bernardino,6,26,7.1,0.0,78.5,0.0,0,2083000
12408,071-1946,NIELSON 2,2013,1413.0,Equipment Use,7/28/2013,1431.0,0.2,A,34.41895,-117.623217,San Bernardino,7,28,8.445,0.021,75.92857143,0.0,0,2083000
12409,071-1947,NIELSON 3,2013,1905.0,Missing/Undefined,8/14/2013,2000.0,0.12,A,34.417916999999996,-117.49405,San Bernardino,8,14,6.3225,0.0,80.21428571,1.0,0,2083000
12410,071-1948,NIPTON,2013,2200.0,Lightning,7/19/2013,2359.0,0.1,A,35.4739,-115.4567,San Bernardino,7,19,7.4375,0.000967742,81.71428571,0.0,0,2083000
12411,071-1949,OAK,2013,1137.0,Miscellaneous,5/31/2013,1230.0,0.3,B,34.04166667,-116.93944440000001,San Bernardino,5,31,6.43,0.0,73.85714286,0.0,0,2083000
12412,071-195,15 FIRE,2004,1049.0,Equipment Use,8/21/2004,1130.0,0.1,A,35.3466,-115.9456,San Bernardino,8,21,8.1075,0.0,76.04761905,1.0,0,200358
12413,071-1950,OAKIE,2013,1911.0,Miscellaneous,8/3/2013,2000.0,0.1,A,34.32777778,-117.5161111,San Bernardino,8,3,7.495,0.0,75.0,1.0,0,2083000
12414,071-1951,OAKS,2013,1657.0,Miscellaneous,5/1/2013,2030.0,0.5,B,34.17472222,-116.95,San Bernardino,5,1,11.8575,0.0,64.64285714,0.0,0,2083000
12415,071-1952,ONYX,2013,648.0,Miscellaneous,9/26/2013,840.0,0.01,A,34.18888889,-116.72388889999999,San Bernardino,9,26,10.29,0.00035714300000000003,53.57142857,1.0,0,2083000
12416,071-1953,OVER,2013,1436.0,Equipment Use,8/4/2013,1624.0,0.1,A,34.20027778,-117.14972220000001,San Bernardino,8,4,8.055,0.0,77.0,1.0,0,2083000
12417,071-1954,OVERCREST DR / SIERRA LIN,2013,1106.0,Miscellaneous,5/21/2013,1129.0,1.0,B,34.052083,-117.20125,San Bernardino,5,21,10.065,0.0,69.14285714,0.0,0,2083000
12418,071-1955,PALM 2,2013,1232.0,Miscellaneous,7/8/2013,1330.0,0.25,A,34.1921,-117.364967,San Bernardino,7,8,7.6625,0.000625,82.14285714,0.0,0,2083000
12419,071-1956,PALM AV / 9TH ST 2,2013,1416.0,Missing/Undefined,5/13/2013,1426.0,1.0,B,34.1156,-117.20875,San Bernardino,5,13,7.44,0.0,77.64285714,0.0,0,2083000
12420,071-1957,PARK AV MORONGO 20,2013,631.0,Debris Burning,4/15/2013,633.0,0.1,A,34.04885,-116.575833,San Bernardino,4,15,16.945,0.015806452,51.64285714,0.0,0,2083000
12421,071-1958,PAT,2013,1752.0,Campfire,10/5/2013,1810.0,0.1,A,34.25444444,-117.5475,San Bernardino,10,5,13.6425,0.0,60.07142857,1.0,0,2083000
12422,071-1959,PATROL,2013,1017.0,Campfire,9/9/2013,1125.0,0.1,A,34.31166667,-117.58083329999998,San Bernardino,9,9,6.265,0.0371875,73.71428571,1.0,0,2083000
12423,071-196,AFTON,2004,1000.0,Railroad,4/29/2004,1500.0,1.0,B,35.6808,-116.3842,San Bernardino,4,29,10.345,0.0,55.28571429,0.0,0,200358
12424,071-1960,PHELAN RD / SMITH RD,2013,2041.0,Debris Burning,5/23/2013,2118.0,0.1,A,34.426517,-117.530717,San Bernardino,5,23,11.9675,0.0,59.78571429,0.0,0,2083000
12425,071-1961,PITT,2013,1420.0,Miscellaneous,4/19/2013,1600.0,0.3,B,34.755,-116.3411,San Bernardino,4,19,5.65,0.0,59.21428571,0.0,0,2083000
12426,071-1962,PIUTE,2013,1118.0,Campfire,,,0.5,B,34.30305556,-117.6133333,San Bernardino,1,15,6.935,0.0,37.28571429,0.0,0,2083000
12427,071-1963,PLANTER,2013,1446.0,Miscellaneous,2/27/2013,1500.0,0.1,A,34.18666667,-117.42638889999999,San Bernardino,2,27,8.4975,0.0,44.35714286,0.0,0,2083000
12428,071-1964,PLAYGROUND,2013,1728.0,Miscellaneous,10/7/2013,1800.0,3.5,B,34.23861111,-117.3025,San Bernardino,10,6,5.0875,0.0,64.71428571,1.0,1,2083000
12429,071-1965,POINT,2013,1522.0,Miscellaneous,8/13/2013,1616.0,0.01,A,34.22833333,-117.2988889,San Bernardino,8,13,6.4875,0.0,77.35714286,1.0,1,2083000
12430,071-1966,POOPOUT,2013,858.0,Lightning,9/6/2013,1751.0,0.1,A,34.14305556,-116.84166670000002,San Bernardino,9,6,6.3175,0.023225806,79.5,1.0,1,2083000
12431,071-1967,QUARRY,2013,926.0,Lightning,8/19/2013,1100.0,0.01,A,34.27333333,-116.9163889,San Bernardino,8,19,6.71,0.027647058999999998,78.78571429,1.0,1,2083000
12432,071-1968,RADFORD,2013,1014.0,Lightning,5/11/2013,1251.0,0.1,A,34.16111111,-116.9163889,San Bernardino,5,11,5.425,0.0,71.85714286,0.0,1,2083000
12433,071-1969,RAILROAD,2013,2228.0,Miscellaneous,3/12/2013,2303.0,1.0,B,34.33666667,-117.45166670000002,San Bernardino,3,12,4.9175,0.0,59.14285714,1.0,1,2083000
12434,071-197,ARROWHEAD FIRE,2004,1026.0,Equipment Use,7/29/2004,1330.0,3.0,B,34.362139,-117.250431,San Bernardino,7,29,8.6125,0.0,80.33333333,0.0,1,200358
12435,071-1970,RANCHO,2013,1124.0,Miscellaneous,6/29/2013,1215.0,1.0,B,34.243183,-117.41536699999999,San Bernardino,6,29,7.045,0.0,87.35714286,0.0,1,2083000
12436,071-1971,RAND,2013,1140.0,Equipment Use,8/24/2013,1300.0,0.1,A,35.362190000000005,-117.61588,San Bernardino,8,24,8.1625,0.011290323,75.85714286,1.0,1,2083000
12437,071-1972,RANGER,2013,2300.0,Lightning,9/9/2013,1230.0,0.01,A,34.28194444,-116.89944440000001,San Bernardino,9,8,6.1525,0.052000000000000005,74.5,1.0,0,2083000
12438,071-1973,RAYWOOD,2013,913.0,Lightning,7/21/2013,1759.0,0.1,A,34.04611111,-116.81638889999999,San Bernardino,7,21,6.6,0.074242424,72.5,0.0,0,2083000
12439,071-1974,RAZOR,2013,1850.0,Lightning,8/23/2013,2130.0,0.1,A,35.15867,-116.19233,San Bernardino,8,23,5.76,0.013548387,77.78571429,1.0,0,2083000
12440,071-1975,RED,2013,1514.0,Children,6/27/2013,1525.0,0.1,A,34.420667,-116.958367,San Bernardino,6,27,6.6,0.0,81.92857143,0.0,0,2083000
12441,071-1976,RICHARD ST LUCERNE_VALLE,2013,2050.0,Debris Burning,6/26/2013,2050.0,0.1,A,34.3962,-116.95721699999999,San Bernardino,6,26,7.1,0.0,78.5,0.0,0,2083000
12442,071-1977,RIG,2013,2025.0,Equipment Use,5/18/2013,723.0,0.1,A,34.2625,-117.4661111,San Bernardino,5,17,12.4175,0.0,59.71428571,0.0,0,2083000
12443,071-1978,ROCK,2013,945.0,Lightning,7/21/2013,2100.0,1.5,B,34.28444444,-117.2997222,San Bernardino,7,21,6.6,0.074242424,72.5,0.0,1,2083000
12444,071-1979,ROSEMOND ST YUCAIPA_CI 8,2013,1943.0,Children,9/1/2013,1952.0,0.1,A,34.022267,-117.0754,San Bernardino,9,1,6.4875,0.033225806000000004,76.92857143,1.0,0,2083000
12445,071-198,ASSIST,2004,1118.0,Miscellaneous,6/26/2004,1118.0,0.1,A,34.534531,-116.49868899999998,San Bernardino,6,26,8.8925,0.0,77.19047619,0.0,0,200358
12446,071-1980,SANTA FE,2013,1350.0,Miscellaneous,7/14/2013,1630.0,1.0,B,34.37195,-116.814783,San Bernardino,7,14,7.9975,0.0009375,80.28571429,0.0,0,2083000
12447,071-1981,SAPPHIRE RD LUCERNE_VALL,2013,1524.0,Smoking,4/29/2013,1535.0,0.1,A,34.401433000000004,-116.95788300000001,San Bernardino,4,29,8.9475,0.0,70.57142857,0.0,0,2083000
12448,071-1982,SECOND,2013,1634.0,Arson,5/27/2013,1800.0,10.5,C,34.048417,-117.043167,San Bernardino,5,27,10.57,0.0,64.64285714,0.0,0,2083000
12449,071-1983,SEMI,2013,1250.0,Missing/Undefined,6/22/2013,1340.0,0.1,A,34.856809999999996,-114.90458000000001,San Bernardino,6,22,7.8875,0.0,72.28571429,0.0,0,2083000
12450,071-1984,SHARP,2013,1213.0,Arson,8/8/2013,1255.0,245.0,D,34.34083333,-117.62055559999999,San Bernardino,8,8,8.555,0.0,72.35714286,1.0,0,2083000
12451,071-1985,SIENNA,2013,1159.0,Equipment Use,11/13/2013,1215.0,0.1,A,34.18305556,-117.27722220000001,San Bernardino,11,13,4.475,0.0,62.14285714,1.0,0,2083000
12452,071-1986,SIERRA,2013,1551.0,Miscellaneous,9/24/2013,2313.0,200.0,D,34.24972222,-117.41277779999999,San Bernardino,9,24,7.55,0.0,69.14285714,1.0,0,2083000
12453,071-1987,SIERRA 2,2013,219.0,Equipment Use,9/28/2013,300.0,2.1,B,34.17944444,-117.43361110000001,San Bernardino,9,28,4.5275,0.0,63.07142857,1.0,1,2083000
12454,071-1988,SILVER,2013,1148.0,Miscellaneous,6/16/2013,1335.0,0.1,A,34.29638889,-117.3297222,San Bernardino,6,16,8.78,0.0,71.35714286,0.0,1,2083000
12455,071-1989,SILVER ROCK,2013,1149.0,Smoking,6/26/2013,1216.0,1.0,B,34.4248,-117.61621699999999,San Bernardino,6,26,7.1,0.0,78.5,0.0,1,2083000
12456,071-199,AURANTIA,2004,1227.0,Equipment Use,4/28/2004,1237.0,0.1,A,34.113619,-117.14768899999999,San Bernardino,4,28,13.7575,0.0,64.76190476,0.0,1,200358
12457,071-1990,SILVERWOOD LAKE RECREAT 5,2013,713.0,Miscellaneous,5/12/2013,740.0,0.22,A,34.468216999999996,-117.55458300000001,San Bernardino,5,12,5.59,0.0,75.71428571,0.0,1,2083000
12458,071-1991,SILVERWOOD SERIES,2013,735.0,Lightning,8/19/2013,900.0,0.1,A,34.26944444,-117.32777779999999,San Bernardino,8,19,6.71,0.027647058999999998,78.78571429,1.0,1,2083000
12459,071-1992,SKY FOREST,2013,203.0,Lightning,8/19/2013,1243.0,0.25,A,34.22833333,-117.17444440000001,San Bernardino,8,19,6.71,0.027647058999999998,78.78571429,1.0,0,2083000
12460,071-1993,SNOW,2013,512.0,Lightning,7/21/2013,1030.0,0.1,A,34.08194444,-116.90333329999999,San Bernardino,7,21,6.6,0.074242424,72.5,0.0,1,2083000
12461,071-1994,SOUTH FORK,2013,1750.0,Lightning,8/5/2013,1829.0,0.01,A,34.16611111,-116.82444440000002,San Bernardino,8,5,8.5,0.0,76.92857143,1.0,1,2083000
12462,071-1995,SPLIT,2013,1122.0,Miscellaneous,6/6/2013,1736.0,0.4,B,34.34166667,-117.4663889,San Bernardino,6,6,8.11,0.0,77.28571429,0.0,1,2083000
12463,071-1996,SPRUCE,2013,1655.0,Lightning,8/18/2013,1852.0,0.1,A,34.21944444,-116.9002778,San Bernardino,8,18,7.3275,0.003548387,80.64285714,1.0,1,2083000
12464,071-1997,STERLING AV HIGHLAND 235,2013,2057.0,Missing/Undefined,7/4/2013,2110.0,0.25,A,34.119833,-117.24365,San Bernardino,7,4,9.5075,0.0,84.5,0.0,1,2083000
12465,071-1998,STERLING AV HIGHLAND 236,2013,1145.0,Children,7/6/2013,1200.0,1.0,B,34.120067,-117.246067,San Bernardino,7,6,6.9325,0.0,79.21428571,0.0,1,2083000
12466,071-1999,SUGAR,2013,514.0,Lightning,7/21/2013,1348.0,0.1,A,34.20388889,-116.80055559999998,San Bernardino,7,21,6.6,0.074242424,72.5,0.0,0,2083000
12467,071-20,KAZANEK,2000,2300.0,Powerline,9/21/2000,2320.0,0.1,A,34.098489,-117.094831,San Bernardino,9,21,11.85666667,0.0,69.94444444,1.0,0,1719000
12468,071-200,BAILEY,2004,1444.0,Equipment Use,7/26/2004,1620.0,1.0,B,35.4689,-115.525,San Bernardino,7,26,8.725,0.0,83.57142857,0.0,0,200358
12469,071-2000,SUGAR 2,2013,926.0,Lightning,7/21/2013,1347.0,0.1,A,34.24972222,-116.74972220000001,San Bernardino,7,21,6.6,0.074242424,72.5,0.0,1,2083000
12470,071-2001,SUGARLOAF 2,2013,954.0,Lightning,9/6/2013,1233.0,0.01,A,34.19722222,-116.85416670000001,San Bernardino,9,6,6.3175,0.023225806,79.5,1.0,1,2083000
12471,071-2002,SUMMIT 3,2013,1033.0,Missing/Undefined,8/25/2013,1138.0,0.07,A,34.325216999999995,-117.4238,San Bernardino,8,25,6.545,0.0509375,73.42857143,1.0,1,2083000
12472,071-2003,SWITCH,2013,1618.0,Equipment Use,9/14/2013,1634.0,0.1,A,34.34888889,-117.4788889,San Bernardino,9,14,5.3675,0.0,77.92857143,1.0,1,2083000
12473,071-2004,SYCAMORE,2013,1707.0,Miscellaneous,6/20/2013,1542.0,1.0,B,34.19861111,-117.4388889,San Bernardino,6,9,8.22,0.0,76.14285714,0.0,1,2083000
12474,071-2005,TABLE TOP,2013,2255.0,Lightning,8/23/2013,1000.0,0.1,A,35.12514,-115.37042,San Bernardino,8,22,6.375,0.037878788,81.07142857,1.0,1,2083000
12475,071-2006,UNION,2013,1220.0,Arson,9/17/2013,1238.0,0.1,A,34.114267,-117.2506,San Bernardino,9,17,9.3375,0.0,73.85714286,1.0,1,2083000
12476,071-2007,VICTORIA AV / 14TH ST 3,2013,648.0,Missing/Undefined,6/29/2013,705.0,0.2,A,34.1249,-117.2262,San Bernardino,6,29,7.045,0.0,87.35714286,0.0,0,2083000
12477,071-2008,VICTORIA VILLAGE APTS 26,2013,1928.0,Missing/Undefined,4/20/2013,1945.0,0.4,B,34.134116999999996,-117.2262,San Bernardino,4,20,6.095,0.0,63.92857143,0.0,1,2083000
12478,071-2009,WABASH DR LAKE_ARROWHEAD,2013,1114.0,Miscellaneous,8/9/2013,1150.0,0.1,A,34.245283,-117.17975,San Bernardino,8,9,7.8875,0.0,71.21428571,1.0,1,2083000
12479,071-201,BAILEY 1,2004,1915.0,Equipment Use,5/7/2004,2000.0,0.1,A,35.4794,-115.5358,San Bernardino,5,7,7.66,0.0,66.80952381,0.0,1,200358
12480,071-2010,WATERMAN,2013,1454.0,Miscellaneous,3/23/2013,1633.0,3.0,B,34.1875,-117.27,San Bernardino,3,23,8.11,0.0,52.21428571,1.0,1,2083000
12481,071-2011,WATERMEN 2,2013,559.0,Lightning,8/19/2013,1047.0,0.01,A,34.21527778,-117.2861111,San Bernardino,8,19,6.71,0.027647058999999998,78.78571429,1.0,1,2083000
12482,071-2012,WAYNE,2013,1500.0,Miscellaneous,7/15/2013,1540.0,0.1,A,35.61677,-117.59374,San Bernardino,7,15,9.5075,0.0,79.21428571,0.0,0,2083000
12483,071-2013,WEST,2013,1023.0,Miscellaneous,8/18/2013,1043.0,1.0,B,34.21333333,-117.44583329999999,San Bernardino,8,18,7.3275,0.003548387,80.64285714,1.0,1,2083000
12484,071-2014,WHEAT,2013,957.0,Equipment Use,10/3/2013,1017.0,0.1,A,34.23527778,-117.44027779999999,San Bernardino,10,3,10.2325,0.0,61.35714286,1.0,0,2083000
12485,071-2015,WHEATON,2013,1550.0,Lightning,7/26/2013,1650.0,0.1,A,35.4631,-115.4803,San Bernardino,7,26,7.38,0.01375,76.78571429,0.0,1,2083000
12486,071-2016,WHITE,2013,1056.0,Equipment Use,9/14/2013,1110.0,0.1,A,34.34138889,-117.4725,San Bernardino,9,14,5.3675,0.0,77.92857143,1.0,1,2083000
12487,071-2017,WHITE 2,2013,1657.0,Lightning,8/20/2013,800.0,9.0,B,34.369966999999995,-117.0201,San Bernardino,8,19,6.71,0.027647058999999998,78.78571429,1.0,1,2083000
12488,071-2018,WILD WASH,2013,1400.0,Arson,4/28/2013,900.0,9.3,B,34.6914,-117.2233,San Bernardino,4,27,7.435,0.0,68.42857143,0.0,1,2083000
12489,071-2019,WINTER,2013,1138.0,Miscellaneous,5/12/2013,1148.0,1.0,B,34.4253,-117.525567,San Bernardino,5,12,5.59,0.0,75.71428571,0.0,1,2083000
